ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","TN","Morristown","2008-03-03","37813-1270","2292","","1898","Tennessee Valley Authority","Holston-Cherokee-Douglas Watershed Team","3726 E. Morris Boulevard"
"USA","TN","Lenoir City","2008-02-26","37772-5664","2293","","1900","Tennessee Valley Authority","Watts Bar-Clinch Watershed Team","260 Interchange Park Drive, LCB 1A-LCT"
"USA","TN","Lenoir City","2008-02-26","37772-5664","2295","","1904","Tennessee Valley Authority","Little Tennessee Watershed Team","260 Interchange Park Drive, LCB 1A-LCT"
"USA","NC","Murphy","2005-04-14","28906","2296","","1908","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","NC","Murphy","2008-02-26","28906","2298","","1912","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","NC","Murphy","2008-02-26","28906","2299","","1914","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","TN","Chattanooga","2008-03-03","37402-2801","2300","","1915","Tennessee Valley Authority","Chickamauga-Nickajack Watershed Team","1101 Market Street (PSC 1E-C)"
"USA","AL","Guntersville","2008-02-20","35976-7196","2301","","1917","Tennessee Valley Authority","Guntersville/Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA"
"USA","AL","Guntersville","2008-02-20","35976-7196","2313","","1973","Guntersville/Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA",""
"USA","AL","Muscle Shoals","2008-02-26","35662-1010","2314","","1974","Tennessee Valley Authority","Pickwick-Wheeler Watershed Team","P.O. Box 1010, SB 1H-M"
"USA","TN","Paris","2008-02-26","38242-5948","2315","","1976","Tennessee Valley Authority","Kentucky Watershed Team","2835-A East Wood Street, WTB 1A-PAT"
"USA","TN","Paris","2008-02-26","38242-5948","2316","","1978","Tennessee Valley Authority","Kentucky Watershed Team","2835-A East Wood Street, WTB 1A-PAT"
"USA","AL","Guntersville","2008-02-26","35976-7196","2317","","1980","Tennessee Valley Authority","Guntersville-Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA"
"USA","TN","Lenoir City","2005-08-10","37772-5664","2318","","1982","Watts Bar-Clinch Watershed Team","260 Interchange Park Drive","LCB 1A-LCT"
"USA","NV","Battle Mountain ","2017-06-22","89820","2330","","2026","Battle Mountain District ","50 Bastian Road  ",""
"USA","AZ","Phoenix","2018-05-15","85027","2331","","2030","Hassayampa Field Office","21605 N. 7th Avenue",""
"USA","AZ","Safford","2004-07-08","85546","2335","","2045","Safford Field Office","711 14th Ave.",""
"USA","AZ","Kingman ","2011-03-10","86401","2336","","2047","Kingman Field Office","2755 Mission Boulevard",""
"USA","AZ","Tucson","2012-04-16","85746","2338","","2056","Tucson Field Office","3201 East Universal Way",""
"USA","AZ","Safford","2004-07-08","85546","2339","","2058","Safford Field Office","711 14th Avenue",""
"USA","ID","Burley","2011-07-29","83318","2340","","2070","Burley Field Office","15 East 200 South",""
"USA","ID","Idaho Falls ","2011-07-29","83401","2341","","2076","Upper Snake Field Office","1405 Hollipark Dr.",""
"USA","NV","Ely","2017-06-21","89301","2346","","2104","Garnet Hill Recreation Area","US-50",""
"USA","NV","Tonopah","2017-06-22","89049","2347","","2107","Tonopah Field Office","PO Box 911","1553 South Main Street "
"USA","NV","Elko","2011-08-01","89801","2348","","2111","Elko Field Office","3900 E. Idaho Street",""
"USA","NV","Winnemucca","2004-07-08","89445","2349","","2116","Winnemucca Field Office","5100 E. Winnemucca Blvd."," "
"USA","CA","Elk Grove","2007-03-06","95757","2353","","2164","1624 Hood-Franklin Rd","",""
"USA","WA","Stevenson","2007-03-06","98648","2354","","2166","36062 State Rte 14 (Milepost 36)","",""
"USA","WA","Jefferson County","2007-03-06","","2358","","2173","Along 100 miles of Washington's Pacific coast ","from Flattery Rocks south to Copalis Beach in",""
"USA","WA","Jefferson County","2007-03-06","","2359","","2174","At the mouth of Discovery Bay","in the Strait of Juan de Fuca in",""
"USA","OR","Lincoln City","2007-03-06","","2360","","2175","7020 SE Hwy 101","",""
"USA","UT","Price","2004-07-08","84501","2361","","2183","Price Field Office","125 S. 600 W.",""
"USA","UT","Price","2017-06-22","84501","2362","","2187","Price Field Office","Bureau of Land Management","125 South 600 West"
"USA","UT","Provo","2004-07-08","84606","2364","","2197","Rocky Mountain Research Station","735 North 500 East",""
"USA","UT","Vernal","2017-06-21","84078","2365","","2201","Vernal Field Office","170 South 500 East",""
"USA","UT","Fillmore","2011-08-03","84631","2367","","2213","Fillmore Field Office","95 East 500 North",""
"USA","WY","Worland","2004-07-08","82401","2368","","2217","Worland Field Office","101 South 23rd",""
"USA","WY","Pinedale","2017-06-08","82941","2369","","2239","Pinedale Field Office","1625 West Pine Street ","P.O. Box 768"
"USA","WY","Kemmerer","2004-07-08","82941","2370","","2243","Kemmerer Field Office","312 Highway 189 North",""
"USA","WY","Pinedale","2011-07-28","82941","2372","","2251","Pinedale Field Office","1625 West Pine Street","P.O. Box 768 "
"USA","CA","Near Yuba City","2007-03-06","","2373","","2258","Oswald Rd and Hughes Rd","",""
"USA","AZ","Safford","2004-07-08","85546-3321","2375","","2266","Safford Field Office","711 14th Avenue",""
"USA","AZ","Safford","2011-08-10","85546-3321","2376","","2268","Safford Field Office","711 14th Avenue",""
"USA","AZ","Safford","2004-07-08","85546-3321","2377","","2272","Safford Field Office","711 14th Avenue",""
"USA","AZ","Safford","2004-07-08","85546","2380","","2276","Safford Field Office","711 14th Avenue",""
"USA","AZ","Safford","2010-09-22","85546","2381","","2278","Safford Field Office","711 14th Avenue",""
"USA","UT","St. George","2011-08-03","84790-9000","2736","","3108","St. George Field Office","345 E. Riverside Drive",""
"USA","AZ","Tucson","2012-04-16"," 85546","2737","","3109","Tucson Field Office","3201 East Universal Way",""
"USA","CO","Dolores","2017-10-16","81323","2740","","3114","Anasazi Heritage Center","27501 Highway 184",""
"USA","UT","Kanab","2011-08-03","84741","2743","","3120"," Grand Staircase-Escalante National Monument","190 E. Center Street",""
"USA","MD","Solomons","2004-07-09","20629","2753","","3144","13480 Dowell Road","P.O. Box 99",""
"USA","AZ","Tucson","2004-07-09","85743-8918","2754","","3149","2021 North Kinney Road","",""
"USA","CO","Commerce City","2007-03-06","80022","2755","","3266","7200 Quebec Street Bldg 121","",""
"USA","NV","Ruby Valley","2007-03-06","89833","2762","","3920","HC 60 Box 860","",""
"USA","MN","Erskine","2007-03-06","56535","2763","","3921","17788 349th St. SE (Polk County 210)","",""
"USA","MN","Odessa","2007-03-06","56276","2765","","3924","44843 County Road 19","",""
"USA","AL","Decatur","2007-03-06","35603","2766","","3925","2700 Refuge Headquarters Road","",""
"USA","CA","11 counties","2007-03-06","","2768","","3935","","",""
"USA","CA","San Joaquin and Stanislaus Counties","2007-03-06","","2772","","3941","State Hwy 132","",""
"USA","FL","Naples","2007-03-06","34114","2775","","3946","3860 Tollgate Blvd., ","Suite 300",""
"USA","FL","Titusville","2007-03-06","32752","2776","","3947","Located off Highway 50 west of Titusville, FL","P.O. Box 6504",""
"USA","FL","Crystal River","2007-03-06","34429","2777","","3949","1502 S.E. Kings Bay Drive","",""
"USA","NY","Shawangunk","2007-03-06","12589","2779","","3957","Hoagerburgh Road","",""
"USA","OR","Sherwood","2007-03-06","97140","2780","","3959","16507 SW Roy Rogers Rd","",""
"USA","GA","Savannah","2007-03-06","31405","2784","","3965","1000 Business Center Drive,"," Suite 10",""
"USA","SC","Oyster Bed Island","2007-03-06","","2785","","3966","Administrative Office - 1000 Business Center Drive","Suite 10 - Savannah, GA   331405 <br>",""
"USA","OR","Oretown","2007-03-06","","2786","","4001","7000 Christensen Rd","",""
"USA","SC","Georgetown","2007-03-06","29440","2789","","4005","1601 N. Fraser Street","",""
"USA","HI","Honolulu","2007-03-06","","2791","","4009","About 2,500 miles south of ","",""
"USA","HI","Honolulu","2007-03-06","","2793","","4012","About 1,000 miles south-southwest of","",""
"USA","VA","Chincoteague","2007-03-06","23336","2800","","4037","C/O Chincoteague National Wildlife Refuge","8231 Beach Road",""
"USA","VA","Poquoson, York Co.","2007-03-06","","2801","","4038","","",""
"USA","WA","Washougal","2007-03-06","","2802","","4041","Near State Rte 14 and 15th St","",""
"USA","VA","Woodbridge","2007-03-06","22191","2803","","4042","13950 Dawson Beach Rd","",""
"USA","WA","Richland","2007-03-06","99352","2804","","4045","3250 Port of Benton Blvd","",""
"USA","MA","Newburyport","2007-03-06","01950","2805","","4046","c/o Parker River National Wildlife Refuge","261 Northern Boulevard, Plum Island",""
"USA","IA","Wapello","2007-03-06","52653","2811","","4054","10728 County Rd X61","",""
"USA","IL","Brussels","2007-03-06","62013","2812","","4056","HCR 82, Box 107 (Hagen Road)","",""
"USA","MA","Sudbury","2007-03-06","01776","2815","","4060","c/o Eastern MA NWR Complex","73 Weir Hill Road",""
"USA","NJ","Newark","2004-07-09","07102","2820","","4075","111 Mulberry Street","Suite 1N",""
"USA","CA","Colusa County","2007-03-06","","2823","","4091","","",""
"USA","AZ","Safford","2017-06-23","85546-3321","2829","","4109","Safford Field Office","711 14th Avenue",""
"USA","VA","Lorton","2017-06-27","22079","2830","","4112","Lower Potomac Field Station","10406 Gunston Rd",""
"USA","AK","Fairbanks","2018-04-05","","3000","","10","Eastern Interior Field Office","Wickersham Dome Trailhead, Milepost 27.7, Elliot Highway ",""
"USA","MS","Yazoo City, MS  39194","2007-03-06","39194","3266","","1556","13695 River Road","",""
"USA","MA","Newburyport","2007-03-06","01950","3267","","1557","261 Northern Boulevard, Plum Island","",""
"USA","IN","Oakland City","2007-03-21","47660","3268","","1559","510 1/2 West Morton St.","",""
"USA","MD","Laurel","2007-03-21","20708","3269","","1560","10901 Scarlet Tanager Loop","",""
"USA","UT","St. George","2012-09-25","84790","3271","","1801","Arizona Strip Field Office","345 E. Riverside Dr.",""
"USA","AL","Decatur","2007-03-06","35603","3281","","3926","2700 Refuge Headquarters Road","",""
"USA","NY","Islip","2007-03-06","11751","3289","","3997","500 St. Marks Ln.","",""
"USA","CT","New Milford","2004-07-09","06776","3534","","5457","44 Upland Road","",""
"USA","AZ","Lake Havasu City","2017-06-23","86403","3548","","603","Lake Havasu Field Office","1785 Kiowa Avenue",""
"USA","UT","Escalante","2011-08-03","84726","3549","","1864","Escalante Field Station","PO Box 225","(755 W. Main St)"
"USA","MA","Waltham","2004-11-22","02452-6399","3567","","10012","Northeast Region, - Waltham, MA Boston ","Frederick C. Murphy Federal Center ","380 Trapelo Road "
"USA","CA","Laguna Niguel","2004-11-17","92677-3497","3570","","10015","NARA's Pacific Region - Laguna Niguel, CA ","24000 Avila Road ","1st Floor, East Entrance"
"USA","CO","Denver","2004-11-17","80225-0307","3571","","10016","NARA's Rocky Mountain Region ¿ Denver","Bldg. 48, Denver Federal Center","West 6th Avenue and Kipling Street"
"USA","GA","East Point","2004-11-17","30344-2593","3572","","10017","NARA's Southeast Region - Atlanta, GA","1557 St. Joseph Avenue",""
"USA","IL","Chicago","2004-11-17","60629-5898","3573","","10018","NARA's Great Lakes Region -  Chicago, IL","7358 South Pulaski Road",""
"USA","MA","Pittsfield","2004-11-17","01201-8230","3574","","10019","NARA¿s Northeast Region, Pittsfield, MA","10 Conte Drive",""
"USA","MO","Kansas City","2004-11-17","64131-3011","3575","","10020","NARA's Central Plains Region - Kansas City","2312 East Bannister Road",""
"USA","OH","Dayton ","2004-11-17","45439-1883","3577","","10022","NARA's Great Lakes Region -Dayton ","150 Springboro Road",""
"USA","PA","Philadelphia ","2004-11-17","19154-1096","3579","","10023","NARA's Mid Atlantic Region's - Northeast Philadelphia ","14700 Townsend Road",""
"USA","TX","Fort Worth ","2004-11-18","76115-3405","3580","","10024","NARA's Southwest Region - Fort Worth ","501 West Felix Street","Building 1"
"USA","WA","Seattle ","2004-11-18","98115-7999","3581","","10025","NARA's Pacific Alaska Region - Seattle ","6125 Sand Point Way NE",""
"USA","CA","San Bruno","2004-11-18","94066-2350","3584","","10028","NARA's Pacific Region - San Francisco ","1000 Commodore Drive ",""
"USA","MO","Lee's Summit","2004-11-22","64064-1182","3585","","10029","NARA's Central Plains Region - Lee's Summit, MO ","200 Space Center Drive",""
"USA","NM","Carlsbad","2005-08-03","88220","3589","","10039","Carlsbad Field Office","620 E. Green ST.",""
"USA","NM","Farmington ","2005-08-03","87401","3601","","10041","Farmington Field Office ","1235 La Plata Highway Suite A",""
"USA","NM","Socorro","2011-07-28","87801","3622","","10064","Socorro Field Office ","901 S. Highway 85",""
"USA","ND","Devils Lake","2007-04-03","58301","4339","","12719","221 2nd Street West","",""
"USA","CA","","2018-06-29","","5237","","12902","","",""
"USA","ID","Boise","2011-07-29","83709","5362","","13026","Idaho State Office ","1387 S. Vinnell Way",""
"USA","CA"," Redding","2017-06-21"," 96002","5407","","13071","Bureau of Land Management"," Redding Field Office","6640 Lockheed Drive"
"USA","UT"," St. George","2017-06-12","","5421","","13085"," Arizona Strip District ","",""
"USA","CA"," Ridgecrest","2017-06-22","93555","5424","","13088","Bureau of Land Management"," Ridgecrest Field Office","300 S. Richmond Rd."
"USA","OR"," Prineville","2017-05-18","97754","5449","","13113"," 3050 N.E. 3rd Street  ","",""
"USA","CA","Ridgecrest","2017-06-22","93555","5452","","13116"," Bureau of Land Management","Ridgecrest Field Office","300 S. Richmond Rd."
"USA","CO"," Gunnison ","2017-10-04","81230","5637","","13301"," Gunnison Field Office","210 West Spencer Avenue",""
"USA","OR"," Medford","2011-08-02","97504","5662","","13326"," Medford District Office","3040 Biddle Road",""
"USA","CA"," Arcata","2017-06-22"," 95521","5669","","13333"," Bureau of Land Management","Arcata Field Office","1695 Heindon Road "
"USA","CA","Ridgecrest ","2017-06-21","93555","5672","","13335","Bureau of Land Management"," Ridgecrest Field Office","300 S. Richmond Rd."
"USA","AZ"," Kingman","2011-07-19"," 86401","5673","","13336","Kingman Field Office","2755 Mission Boulevard",""
"USA","NV"," Las Vegas","2017-06-22"," 89130","5674","","13337"," Las Vegas Field Office","4701 North Torrey Pines Drive",""
"USA","AZ"," Kingman","2011-07-19"," 86401","5675","","13338"," Kingman Field Office","2755 Mission Boulevard",""
"USA","AZ"," Tucson","2017-06-19","85756","5676","","13339"," Tucson Field Office","3201 E. Universal Way",""
"USA","UT","St. George","2011-08-03","84790","5677","","13340"," St. George Field Office","345 East Riverside Drive",""
"USA","CA","","2018-06-29","","5678","","13341","","",""
"USA","UT"," St. George","2011-07-19"," 84790","5679","","13342"," Arizona Strip Field Office ","345 East Riverside Drive",""
"USA","AZ"," Phoenix","2011-07-19"," 85027","5681","","13344"," Hassayampa Field Office ","21605 N. 7th Avenue",""
"USA","CA","","2018-06-29","","5683","","13346","","",""
"USA","CO"," Grand Junction","2011-07-27"," 81506","5688","","13351"," Grand Junction Field Office","2815 H Road",""
"USA","UT"," Moab","2011-08-03"," 84532","5690","","13353"," Moab Field Office","82 East Dogwood",""
"USA","CA"," Ridgecrest","2017-06-21"," 93555","5691","","13354","Bureau of Land Management"," Ridgecrest Field Office","300 S. Richmond Rd."
"USA","CA"," Needles","2017-06-20"," 92363","5693","","13356"," Needles Field Office","1303 South Highway 95",""
"USA","UT"," Salt Lake City","2011-08-03"," 84119","5701","","13364"," Salt Lake Field Office","2370 South 2300 West",""
"USA","CA","Needles ","2017-06-20","92363","5703","","13366"," Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","","2018-06-29","","5705","","13368","","",""
"USA","CA"," Barstow","2017-06-20"," 92311","5706","","13369","Bureau of Land Management","Barstow Field Office","2601 Barstow Rd. "
